timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,ISIN,VWAP,day_rise,strength,gapup,RSI,macd,macd_signal,macd_hist
2024-06-13,184.0,179.26,183.5,180.06,180.24,182.58,12309733,2229221922.5,214.8,50,INE202E01016,181.09,-1.87,2.19,-1.38,nan,nan,nan,nan
2024-06-14,182.3,177.5,180.26,179.11,179.1,180.06,15913225,2858810207.26,214.8,50,INE202E01016,179.65,-0.64,1.78,-0.53,nan,nan,nan,nan
2024-06-18,181.76,177.71,180.2,178.03,178.0,179.11,14305706,2562478440.05,214.8,50,INE202E01016,179.12,-1.20,2.10,-0.60,nan,nan,nan,nan
2024-06-19,178.79,173.22,178.76,175.78,175.97,178.03,10800398,1902801885.97,214.8,50,INE202E01016,176.18,-1.67,1.71,-1.26,nan,nan,nan,nan
2024-06-20,180.99,174.8,176.64,177.49,177.5,175.78,14018198,2496909661.11,214.8,50,INE202E01016,178.12,0.48,1.97,0.97,nan,nan,nan,nan
2024-06-21,191.0,178.25,178.25,187.54,190.1,177.49,94311893,17550942394.38,214.8,50,INE202E01016,186.09,5.21,1.84,5.66,nan,nan,nan,nan
2024-06-24,195.4,188.4,192.0,189.64,189.2,187.54,35818533,6881776249.91,214.8,50,INE202E01016,192.13,-1.23,3.04,1.12,nan,nan,nan,nan
2024-06-25,190.8,184.5,190.4,185.05,184.99,189.64,16110541,2999070075.92,214.8,50,INE202E01016,186.16,-2.81,3.11,-2.42,nan,nan,nan,nan
2024-06-26,199.44,183.1,185.05,194.69,195.05,185.05,100559239,19550142296.12,214.8,50,INE202E01016,194.41,5.21,2.44,5.21,nan,nan,nan,nan
2024-06-27,205.1,192.26,196.0,193.38,193.8,194.69,66090155,13170328695.81,214.8,50,INE202E01016,199.28,-1.34,6.06,-0.67,nan,nan,nan,nan
2024-06-28,195.7,188.76,195.3,190.44,191.05,193.38,24355673,4654819052.95,214.8,50,INE202E01016,191.12,-2.49,2.76,-1.52,nan,nan,nan,nan
2024-07-01,201.82,194.61,200.0,196.11,196.5,190.44,34096446,6724775896.97,214.8,50,INE202E01016,197.23,-1.94,2.91,2.98,nan,nan,nan,nan
2024-07-02,209.0,192.8,197.15,205.35,209.0,196.11,65912468,13327468582.36,214.8,50,INE202E01016,202.2,4.16,1.78,4.71,nan,nan,nan,nan
2024-07-03,225.88,208.75,212.1,223.11,221.51,205.35,159681424,34837282411.61,225.88,50,INE202E01016,218.17,5.19,1.24,8.65,nan,nan,nan,nan
2024-07-04,228.48,218.41,223.23,220.49,221.0,223.11,68381930,15216483023.36,228.48,50,INE202E01016,222.52,-1.23,3.62,-1.17,80.51,nan,nan,nan
2024-07-05,232.0,219.26,220.83,228.84,229.0,220.49,55309588,12480276190.08,232.0,50,INE202E01016,225.64,3.63,1.38,3.79,83.36,nan,nan,nan
2024-07-08,248.85,231.8,232.0,246.38,246.5,228.84,97684592,23605243166.64,248.85,50,INE202E01016,241.65,6.20,1.00,7.66,87.49,nan,nan,nan
2024-07-09,254.0,228.01,251.01,240.53,240.75,246.38,72152055,17372359600.37,254.0,50,INE202E01016,240.77,-4.18,5.60,-2.37,80.32,nan,nan,nan
2024-07-10,249.55,230.0,241.55,247.28,247.3,240.53,70516062,17043859383.6,254.0,50,INE202E01016,241.7,2.37,0.92,2.81,82.14,nan,nan,nan
2024-07-11,289.33,241.55,248.39,283.69,278.95,247.28,200719317,53863516585.07,289.33,50,INE202E01016,268.35,14.21,1.99,14.72,88.38,nan,nan,nan
2024-07-12,304.5,275.05,282.9,284.26,284.0,283.69,227015725,66694049377.65,304.5,50,INE202E01016,293.79,0.48,7.12,0.20,88.45,nan,nan,nan
2024-07-15,310.0,286.88,300.0,289.65,291.5,284.26,106576924,31712685294.05,310.0,50,INE202E01016,297.56,-3.45,7.03,1.90,89.10,nan,nan,nan
2024-07-16,288.7,270.2,288.7,272.08,272.2,289.65,73797972,20424366719.08,310.0,50,INE202E01016,276.76,-5.76,6.11,-6.07,74.40,nan,nan,nan
2024-07-18,267.39,252.0,267.39,257.4,257.25,272.08,89133329,23091164235.02,310.0,50,INE202E01016,259.06,-3.74,3.88,-5.40,64.79,nan,nan,nan
2024-07-19,279.0,251.25,253.5,272.1,274.0,257.4,107729154,29151045070.65,310.0,50,INE202E01016,270.6,7.34,2.54,5.71,69.10,nan,nan,nan
2024-07-22,279.88,266.3,274.0,269.85,269.3,272.1,38163945,10373198769.13,310.0,50,INE202E01016,271.81,-1.51,3.72,-0.83,67.73,34.74,nan,nan
2024-07-23,282.9,232.0,272.7,258.65,260.1,269.85,106704297,28503776307.52,310.0,50,INE202E01016,267.13,-5.15,9.38,-4.15,61.24,32.33,nan,nan
2024-07-23,282.9,232.0,272.7,258.65,260.1,269.85,106704297,28503776307.52,310.0,50,INE202E01016,267.13,-5.15,9.38,-4.15,61.24,30.07,nan,nan
2024-07-24,272.89,261.8,261.8,269.26,270.02,258.65,35527332,9556380796.11,310.0,50,INE202E01016,268.99,2.85,1.35,4.10,64.93,28.81,nan,nan
2024-07-25,268.25,260.0,266.4,261.18,262.29,269.26,23498679,6195241328.0,310.0,50,INE202E01016,263.64,-1.96,2.71,-3.00,60.23,26.85,nan,nan
2024-07-26,268.1,257.01,263.5,258.03,258.63,261.18,19934107,5225230768.5,310.0,50,INE202E01016,262.13,-2.08,3.90,-1.21,58.45,24.75,nan,nan
2024-07-29,268.35,257.01,261.0,266.01,266.0,258.03,28683160,7547318411.19,310.0,50,INE202E01016,263.13,1.92,0.88,3.09,61.55,23.46,nan,nan
2024-07-30,269.95,262.8,265.95,263.94,264.45,266.01,16147525,4298609703.94,310.0,50,INE202E01016,266.21,-0.76,2.28,-0.78,60.29,22.02,nan,nan
2024-07-31,268.74,262.11,265.2,262.63,263.69,263.94,12879999,3408157786.69,310.0,50,INE202E01016,264.61,-0.97,2.33,-0.50,59.47,20.54,27.06,-6.53
