timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,ISIN,VWAP,day_rise,strength,gapup,RSI,macd,macd_signal,macd_hist
2024-06-13,3715.9,3635.0,3665.5,3703.65,3702.0,3630.3,2965500,10924017088.5,3919.9,2327.1,INE018A01030,3683.7,1.04,0.33,2.02,nan,nan,nan,nan
2024-06-14,3720.0,3675.0,3718.0,3687.8,3681.1,3703.65,1746508,6444027620.65,3919.9,2327.1,INE018A01030,3689.66,-0.81,0.87,-0.43,nan,nan,nan,nan
2024-06-18,3710.0,3675.0,3708.0,3689.2,3689.0,3687.8,1936792,7155863443.9,3919.9,2354.45,INE018A01030,3694.7,-0.51,0.56,0.04,nan,nan,nan,nan
2024-06-19,3699.0,3575.0,3690.0,3589.95,3606.95,3689.2,2936151,10637325627.1,3919.9,2354.45,INE018A01030,3622.88,-2.71,3.04,-2.69,nan,nan,nan,nan
2024-06-20,3613.3,3564.6,3584.95,3594.45,3598.4,3589.95,2618715,9394746481.05,3919.9,2354.45,INE018A01030,3587.54,0.26,0.52,0.13,nan,nan,nan,nan
2024-06-21,3610.0,3516.0,3604.05,3535.0,3524.0,3594.45,4508508,15990734726.95,3919.9,2354.45,INE018A01030,3546.79,-1.92,2.12,-1.65,nan,nan,nan,nan
2024-06-24,3567.0,3505.0,3520.35,3531.6,3541.0,3535.0,2330559,8250882779.9,3919.9,2367.95,INE018A01030,3540.3,0.32,1.00,-0.10,nan,nan,nan,nan
2024-06-25,3591.95,3528.0,3556.5,3587.8,3588.45,3531.6,2158039,7689939971.35,3919.9,2367.95,INE018A01030,3563.39,0.88,0.12,1.59,nan,nan,nan,nan
2024-06-26,3624.9,3592.25,3601.0,3602.95,3604.0,3587.8,2480187,8942256279.25,3919.9,2367.95,INE018A01030,3605.48,0.05,0.61,0.42,nan,nan,nan,nan
2024-06-27,3601.3,3550.0,3597.45,3564.4,3563.0,3602.95,5519875,19697763049.0,3919.9,2367.95,INE018A01030,3568.52,-0.92,1.04,-1.07,nan,nan,nan,nan
2024-06-28,3575.95,3538.1,3540.0,3548.45,3545.7,3564.4,3141514,11177724726.2,3919.9,2367.95,INE018A01030,3558.07,0.24,0.77,-0.45,nan,nan,nan,nan
2024-07-01,3541.4,3514.0,3535.2,3526.55,3528.2,3548.45,2961120,10437845854.2,3919.9,2420.0,INE018A01030,3524.97,-0.24,0.42,-0.62,nan,nan,nan,nan
2024-07-02,3634.0,3535.05,3535.05,3626.5,3623.0,3526.55,5087748,18293039442.05,3919.9,2420.0,INE018A01030,3595.51,2.59,0.21,2.83,nan,nan,nan,nan
2024-07-03,3650.5,3605.0,3650.35,3614.35,3615.0,3626.5,1923801,6963914656.15,3919.9,2420.0,INE018A01030,3619.87,-0.99,1.00,-0.34,nan,nan,nan,nan
2024-07-04,3644.0,3565.8,3616.1,3573.3,3581.65,3614.35,1851947,6673015817.35,3919.9,2420.0,INE018A01030,3603.24,-1.18,1.98,-1.14,40.92,nan,nan,nan
2024-07-05,3638.0,3568.0,3573.3,3627.15,3621.0,3573.3,1635209,5919905675.0,3919.9,2420.0,INE018A01030,3620.27,1.51,0.30,1.51,49.92,nan,nan,nan
2024-07-08,3645.7,3594.0,3640.1,3632.0,3631.9,3627.15,1706210,6176885528.55,3919.9,2420.0,INE018A01030,3620.24,-0.22,0.38,0.13,50.64,nan,nan,nan
2024-07-09,3685.0,3646.1,3650.0,3666.1,3665.95,3632.0,2425176,8893858175.85,3919.9,2420.0,INE018A01030,3667.3,0.44,0.52,0.94,55.54,nan,nan,nan
2024-07-10,3694.0,3601.0,3685.05,3650.05,3650.0,3666.1,2231438,8134142568.6,3919.9,2420.0,INE018A01030,3645.25,-0.95,1.20,-0.44,52.88,nan,nan,nan
2024-07-11,3684.6,3603.0,3660.0,3621.1,3629.0,3650.05,2942924,10702486723.35,3919.9,2420.0,INE018A01030,3636.68,-1.06,1.75,-0.79,48.38,nan,nan,nan
2024-07-12,3667.7,3612.7,3630.0,3649.35,3654.45,3621.1,2001185,7290841853.8,3919.9,2420.0,INE018A01030,3643.26,0.53,0.50,0.78,52.62,nan,nan,nan
2024-07-15,3674.0,3637.0,3670.0,3651.6,3647.0,3649.35,943302,3444337698.6,3919.9,2465.0,INE018A01030,3651.36,-0.50,0.61,0.06,52.95,nan,nan,nan
2024-07-16,3651.6,3621.0,3646.1,3636.55,3640.0,3651.6,2220953,8073490865.9,3919.9,2465.0,INE018A01030,3635.15,-0.26,0.41,-0.41,50.41,nan,nan,nan
2024-07-18,3679.25,3598.65,3640.0,3656.2,3647.0,3636.55,3240772,11826560025.2,3919.9,2465.0,INE018A01030,3649.3,0.45,0.63,0.54,53.54,nan,nan,nan
2024-07-19,3658.95,3610.0,3651.0,3618.5,3618.0,3656.2,2432533,8836242253.25,3919.9,2465.0,INE018A01030,3632.53,-0.89,1.12,-1.03,47.36,nan,nan,nan
2024-07-22,3661.85,3567.6,3617.9,3651.45,3651.0,3618.5,3639057,13136187987.05,3919.9,2553.0,INE018A01030,3609.78,0.93,0.28,0.91,52.52,18.45,nan,nan
2024-07-23,3714.0,3460.0,3669.6,3538.05,3542.0,3651.45,6957691,24817009549.05,3919.9,2553.0,INE018A01030,3566.85,-3.58,4.97,-3.11,38.52,9.33,nan,nan
2024-07-23,3714.0,3460.0,3669.6,3538.05,3542.0,3651.45,6957691,24817009549.05,3919.9,2553.0,INE018A01030,3566.85,-3.58,4.97,-3.11,38.52,2.08,nan,nan
2024-07-24,3557.95,3501.0,3549.0,3519.45,3522.0,3538.05,3184060,11216851553.1,3919.9,2553.0,INE018A01030,3522.81,-0.83,1.09,-0.53,36.66,-5.11,nan,nan
2024-07-25,3630.9,3532.05,3539.0,3619.15,3622.0,3519.45,4691483,16864428820.65,3919.9,2553.0,INE018A01030,3594.69,2.26,0.32,2.83,50.46,-2.73,nan,nan
2024-07-26,3701.0,3596.1,3629.0,3679.9,3699.0,3619.15,2617659,9575959118.45,3919.9,2553.0,INE018A01030,3658.21,1.40,0.57,1.68,56.66,4.02,nan,nan
2024-07-29,3790.0,3686.6,3701.0,3774.95,3775.0,3679.9,4159919,15644694863.5,3919.9,2586.3,INE018A01030,3760.82,2.00,0.40,2.58,64.20,16.83,nan,nan
2024-07-30,3795.0,3738.6,3774.85,3784.65,3778.25,3774.95,1979989,7490670959.95,3919.9,2586.3,INE018A01030,3783.19,0.26,0.27,0.26,64.88,27.46,nan,nan
