timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,VWAP
2024-07-30,179.63,171.5,173.9,175.91,176.05,173.61,11567572,2042007413.69,663,124.25,176.53
2024-07-31,190.0,174.73,176.83,183.62,183.2,175.91,26307292,4833046972.93,663,124.25,183.72
2024-08-01,184.95,175.8,184.39,178.02,178.2,183.62,10762857,1934913594.23,663,124.25,179.78
2024-08-02,184.2,171.17,174.11,179.38,178.94,178.02,11276291,2034543771.48,663,124.25,180.43
2024-08-05,176.54,166.69,172.0,170.47,170.0,179.38,16007533,2734726691.34,663,124.25,170.84
2024-08-06,179.51,164.07,173.0,166.18,166.2,170.47,13131240,2251296479.75,663,124.25,171.45
2024-08-07,174.99,167.22,172.06,172.63,172.8,166.18,8550090,1462481817.69,663,124.25,171.05
2024-08-08,176.65,170.8,172.88,171.91,172.5,172.63,8013791,1393644689.64,663,124.25,173.91
2024-08-09,177.0,171.6,175.1,174.23,173.96,171.91,8198197,1432391413.64,663,124.25,174.72
2024-08-12,209.07,178.52,186.98,208.55,209.07,174.23,92351312,18197666533.0,663,124.25,197.05
2024-08-13,236.95,213.55,217.89,215.78,217.6,208.55,79979080,18023592402.88,663,124.25,225.35
2024-08-14,224.78,207.33,224.0,210.14,211.28,215.78,28556114,6079675425.33,663,124.25,212.9
2024-08-16,217.9,204.2,215.0,212.74,213.3,210.14,14790812,3122005100.8,663,124.25,211.08
2024-08-19,221.4,212.1,215.7,213.38,213.2,212.74,9540491,2052923311.66,663,124.25,215.18
2024-08-20,222.0,208.5,213.6,219.36,219.8,213.38,11925763,2588226571.36,663,124.25,217.03
2024-08-21,220.2,214.11,219.9,215.34,214.95,219.36,5099340,1101229029.01,663,124.25,215.96
2024-08-22,232.0,214.05,216.0,223.29,224.25,215.34,17482035,3941002954.08,663,124.25,225.43
2024-08-23,224.95,217.44,224.9,218.68,219.79,223.29,5222675,1147298523.3,663,124.25,219.68
2024-08-26,227.83,216.27,219.65,225.91,226.6,218.68,9977883,2235711179.86,663,124.25,224.07
2024-08-27,231.25,224.55,228.1,228.07,227.8,225.91,10885837,2489421149.48,663,124.25,228.68
2024-08-28,237.0,220.0,229.65,226.31,223.88,228.07,17304407,3983590708.37,663,124.25,230.21
