timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,VWAP
2024-07-30,788.4,778.65,781.0,779.95,779.0,794.9,5745630,4496610829.9,913.7,598.1,782.61
2024-07-31,812.0,779.5,782.0,805.5,806.1,779.95,4904880,3913328655.55,913.7,598.1,797.84
2024-08-01,826.0,800.9,809.75,809.55,810.0,805.5,3258960,2654457840.9,913.7,598.1,814.51
2024-08-02,822.85,792.15,801.0,810.55,811.5,809.55,1802886,1455597803.7,913.7,598.1,807.37
2024-08-05,792.05,768.05,792.0,774.9,777.0,810.55,1893441,1474580170.75,913.7,604.0,778.78
2024-08-06,806.4,783.0,783.0,790.85,786.0,774.9,1963673,1564838259.6,913.7,604.0,796.89
2024-08-07,819.45,793.4,804.0,809.35,809.85,790.85,1473418,1193665875.4,913.7,604.0,810.13
2024-08-08,821.0,800.4,809.0,804.2,804.35,809.35,781450,634125141.75,913.7,604.0,811.47
2024-08-09,836.3,810.8,811.8,821.0,819.6,804.2,2041897,1684630657.0,913.7,604.0,825.03
2024-08-12,847.1,815.65,821.0,836.1,834.0,821.0,2246162,1882874631.4,913.7,604.0,838.26
2024-08-13,844.05,801.25,838.0,803.6,803.55,836.1,1054794,867935325.35,913.7,604.0,822.85
2024-08-14,835.0,798.0,809.9,830.4,829.2,803.6,1683061,1383146556.05,913.7,604.0,821.8
2024-08-16,838.9,821.7,835.0,824.6,824.6,830.4,721549,600008608.3,913.7,604.0,831.56
2024-08-19,832.0,819.15,831.9,822.4,823.0,824.6,374968,308860954.15,913.7,604.0,823.7
2024-08-20,826.95,809.0,826.0,810.9,809.9,822.4,945890,770127117.65,913.7,604.0,814.18
2024-08-21,909.0,826.0,827.0,892.85,887.0,810.9,15244806,13358872209.0,913.7,604.0,876.29
2024-08-22,886.75,861.65,884.85,867.15,866.5,892.85,6575199,5727855656.75,913.7,604.0,871.13
2024-08-23,879.0,838.6,865.2,866.6,870.0,867.15,2321002,1990416674.75,913.7,604.0,857.57
2024-08-26,885.25,850.85,866.95,878.1,877.0,866.6,1811960,1575517778.85,913.7,604.0,869.51
2024-08-27,889.3,870.65,882.9,880.75,885.0,878.1,972324,855255670.6,913.7,604.0,879.6
2024-08-28,927.0,882.45,883.8,902.5,904.95,880.75,5961776,5445039396.7,927.0,604.0,913.33
