timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,ISIN,VWAP,day_rise,strength,gapup,RSI,macd,macd_signal,macd_hist
2024-06-13,1037.0,1013.5,1037.0,1017.55,1018.0,1026.95,1996303,2042594162.85,1138.9,614.35,INE335Y01020,1023.19,-1.88,1.91,-0.92,nan,nan,nan,nan
2024-06-14,1027.7,1014.65,1024.0,1018.2,1017.1,1017.55,1511522,1542091725.05,1138.9,614.35,INE335Y01020,1020.22,-0.57,0.93,0.06,nan,nan,nan,nan
2024-06-18,1038.65,1018.7,1019.0,1032.4,1032.0,1018.2,2486989,2564798269.05,1138.9,614.35,INE335Y01020,1031.29,1.32,0.61,1.39,nan,nan,nan,nan
2024-06-19,1037.0,1002.9,1035.85,1014.65,1014.95,1032.4,2550530,2596965573.8,1138.9,614.35,INE335Y01020,1018.21,-2.05,2.20,-1.72,nan,nan,nan,nan
2024-06-20,1027.0,1007.2,1017.35,1015.6,1017.5,1014.65,1694557,1725533606.75,1138.9,614.35,INE335Y01020,1018.28,-0.17,1.12,0.09,nan,nan,nan,nan
2024-06-21,1046.0,1008.2,1018.8,1012.3,1012.0,1015.6,5664314,5837724642.8,1138.9,614.35,INE335Y01020,1030.61,-0.64,3.33,-0.32,nan,nan,nan,nan
2024-06-24,1037.95,1007.6,1020.0,1010.25,1010.0,1012.3,4131226,4209085666.35,1138.9,614.35,INE335Y01020,1018.85,-0.96,2.74,-0.20,nan,nan,nan,nan
2024-06-25,1018.8,987.1,1014.0,995.1,996.0,1010.25,3163136,3159841204.4,1138.9,614.35,INE335Y01020,998.96,-1.86,2.38,-1.50,nan,nan,nan,nan
2024-06-26,1002.75,988.0,1000.0,990.45,990.9,995.1,3137677,3110876186.7,1138.9,614.35,INE335Y01020,991.46,-0.95,1.24,-0.47,nan,nan,nan,nan
2024-06-27,1002.35,983.35,991.0,991.25,991.0,990.45,2402997,2389576195.65,1138.9,614.35,INE335Y01020,994.41,0.03,1.12,0.08,nan,nan,nan,nan
2024-06-28,1007.5,988.0,995.7,989.25,990.0,991.25,3777772,3759785111.0,1138.9,614.35,INE335Y01020,995.24,-0.65,1.84,-0.20,nan,nan,nan,nan
2024-07-01,999.25,989.05,990.0,992.85,991.2,989.25,1815971,1805063168.8,1138.9,614.35,INE335Y01020,993.99,0.29,0.64,0.36,nan,nan,nan,nan
2024-07-02,1014.5,991.05,995.2,1006.6,1005.0,992.85,3155918,3170600931.8,1138.9,614.35,INE335Y01020,1004.65,1.15,0.78,1.38,nan,nan,nan,nan
2024-07-03,1010.0,1001.1,1007.4,1004.25,1003.5,1006.6,1904860,1912580969.8,1138.9,614.35,INE335Y01020,1004.05,-0.31,0.57,-0.23,nan,nan,nan,nan
2024-07-04,1016.9,1002.6,1009.8,1006.05,1005.9,1004.25,1498265,1512574798.45,1138.9,614.35,INE335Y01020,1009.55,-0.37,1.08,0.18,47.28,nan,nan,nan
2024-07-05,1034.45,1003.05,1005.0,1026.2,1026.0,1006.05,4670941,4776648830.05,1138.9,614.35,INE335Y01020,1022.63,2.11,0.80,2.00,63.24,nan,nan,nan
2024-07-08,1051.75,1027.8,1030.0,1045.6,1045.2,1026.2,6083179,6339900634.3,1138.9,614.35,INE335Y01020,1042.2,1.51,0.59,1.89,72.02,nan,nan,nan
2024-07-09,1055.0,1023.2,1052.85,1027.9,1030.0,1045.6,2638133,2733817074.1,1138.9,614.35,INE335Y01020,1036.27,-2.37,2.64,-1.69,58.33,nan,nan,nan
2024-07-10,1037.3,993.75,1032.45,1021.85,1021.5,1027.9,2295822,2337585280.5,1138.9,614.35,INE335Y01020,1018.19,-1.03,1.51,-0.59,54.51,nan,nan,nan
2024-07-11,1041.8,1026.95,1030.25,1029.4,1030.0,1021.85,2328069,2406936058.85,1138.9,614.35,INE335Y01020,1033.88,-0.08,1.20,0.74,58.19,nan,nan,nan
2024-07-12,1059.45,1022.25,1031.0,1043.05,1043.0,1029.4,4997763,5219673596.3,1138.9,614.35,INE335Y01020,1044.4,1.17,1.57,1.33,63.87,nan,nan,nan
2024-07-15,1047.4,1035.05,1046.85,1037.9,1038.5,1043.05,3052646,3173614640.3,1138.9,615.6,INE335Y01020,1039.63,-0.85,0.92,-0.49,60.53,nan,nan,nan
2024-07-16,1044.95,1024.5,1042.0,1029.0,1029.8,1037.9,1242326,1284672210.95,1138.9,615.6,INE335Y01020,1034.09,-1.25,1.55,-0.86,55.16,nan,nan,nan
2024-07-18,1028.75,1004.1,1027.85,1010.25,1010.75,1029.0,1850857,1872678434.7,1138.9,615.6,INE335Y01020,1011.79,-1.71,1.83,-1.82,45.91,nan,nan,nan
