timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,VWAP
2024-07-30,190.34,184.1,187.6,184.58,184.84,187.6,25677876,4797704573.42,198.3,43.25,186.84
2024-07-31,186.4,180.31,185.25,181.21,180.95,184.58,14864774,2731411109.07,198.3,43.25,183.75
2024-08-01,185.29,178.3,182.7,179.49,179.8,181.21,16016365,2913553301.84,198.3,43.25,181.91
2024-08-02,183.5,174.31,176.5,181.8,180.7,179.49,20080298,3620707524.63,198.3,43.25,180.31
2024-08-05,176.24,166.66,173.8,167.87,167.34,181.8,27524673,4704941798.34,198.3,46.5,170.94
2024-08-06,174.85,163.0,170.0,163.79,163.67,167.87,17579490,2977158390.45,198.3,46.5,169.35
2024-08-07,172.5,165.22,168.75,171.3,171.49,163.79,14557432,2459824277.27,198.3,46.5,168.97
2024-08-08,173.4,168.16,171.33,169.07,169.0,171.3,11822598,2013605031.43,198.3,46.5,170.32
2024-08-09,188.4,169.55,170.48,184.79,184.55,169.07,97194604,17832339415.1,198.3,46.5,183.47
2024-08-12,188.65,181.1,183.96,181.78,181.6,184.79,39869066,7345922952.09,198.3,46.6,184.25
2024-08-13,183.45,172.14,182.84,173.31,173.8,181.78,23304269,4163220400.23,198.3,46.6,178.65
2024-08-14,178.9,173.25,175.5,173.62,174.0,173.31,27722726,4876151600.93,198.3,46.6,175.89
2024-08-16,185.23,173.42,176.5,182.79,180.9,173.62,23843576,4278983324.51,198.3,46.6,179.46
2024-08-19,193.35,182.72,183.64,184.67,184.8,182.79,56133000,10579492754.28,198.3,47.05,188.47
2024-08-20,189.69,182.0,185.69,183.91,182.65,184.67,25661184,4772716168.26,198.3,47.05,185.99
2024-08-21,184.57,180.4,183.7,181.77,181.89,183.91,13083706,2386258331.57,198.3,47.05,182.38
2024-08-22,185.68,180.43,182.5,181.89,181.8,181.77,16536859,3027256125.21,198.3,47.05,183.06
2024-08-23,183.95,177.6,182.2,178.19,178.5,181.89,11585065,2094742839.65,198.3,47.05,180.81
2024-08-26,180.8,175.57,180.1,175.99,176.05,178.19,9936064,1760738265.5,198.3,49.0,177.21
2024-08-27,179.3,176.16,176.68,177.64,177.45,175.99,8497937,1508008705.13,198.3,49.0,177.46
2024-08-28,209.75,186.2,187.1,195.71,195.0,177.64,297366291,59042850076.03,209.75,49.0,198.55
