timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,VWAP,CA
2024-07-30,1469.5,1446.05,1465.15,1460.15,1461.0,1465.15,64536,94113444.35,1897.95,1143.1,1458.31,
2024-07-31,1472.4,1441.0,1461.85,1444.85,1445.0,1460.15,71681,103854948.5,1897.95,1143.1,1448.85,
2024-08-01,1466.95,1438.05,1441.0,1452.05,1457.0,1444.85,80757,117498205.3,1897.95,1143.1,1454.96,
2024-08-02,1459.35,1430.0,1440.0,1451.1,1444.85,1452.05,44702,64800889.8,1897.95,1143.1,1449.62,"[{'symbol': 'GMMPFAUDLR', 'series': 'EQ', 'ind': '-', 'faceVal': '2', 'subject': 'Annual General Meeting/Dividend - Re 1 Per Share', 'exDate': '02-Aug-2024', 'recDate': '02-Aug-2024', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'GMM Pfaudler Limited', 'isin': 'INE541A01023', 'ndEndDate': '-', 'caBroadcastDate': None}]"
2024-08-05,1426.7,1374.2,1400.0,1380.0,1388.0,1451.1,143817,201501531.2,1897.95,1143.1,1401.1,
2024-08-06,1412.8,1379.95,1380.0,1400.75,1401.0,1380.0,131760,184298416.65,1897.95,1143.1,1398.74,
2024-08-07,1425.0,1387.35,1419.95,1402.0,1405.7,1400.75,62837,88162696.85,1897.95,1143.1,1403.04,
2024-08-08,1384.0,1330.0,1360.0,1353.85,1357.0,1402.0,330987,447170922.1,1897.95,1143.1,1351.02,
2024-08-09,1366.8,1332.45,1357.0,1340.6,1340.0,1353.85,158191,212559190.9,1897.95,1143.1,1343.69,
2024-08-12,1364.0,1323.0,1364.0,1326.2,1326.75,1340.6,97300,129635876.85,1897.95,1143.1,1332.33,
2024-08-13,1329.0,1287.1,1329.0,1294.0,1299.5,1326.2,108375,141154432.05,1897.95,1143.1,1302.46,
2024-08-14,1299.0,1269.0,1288.0,1271.75,1280.0,1294.0,70071,89944204.25,1897.95,1143.1,1283.62,
2024-08-16,1298.8,1265.55,1298.8,1286.0,1285.0,1271.75,62150,79441824.35,1897.95,1143.1,1278.23,
2024-08-19,1325.0,1275.05,1275.5,1300.3,1307.0,1286.0,413889,531663536.0,1897.95,1143.1,1284.56,
2024-08-20,1323.0,1294.8,1310.4,1313.1,1313.5,1300.3,203481,265367985.15,1897.95,1143.1,1304.14,
2024-08-21,1333.0,1311.6,1316.05,1326.25,1328.65,1313.1,64684,85347275.2,1897.95,1143.1,1319.45,
2024-08-22,1399.0,1328.0,1328.0,1376.55,1380.0,1326.25,279734,384236864.15,1897.95,1143.1,1373.58,
2024-08-23,1378.0,1353.4,1370.0,1371.85,1375.0,1376.55,85417,116822889.0,1897.95,1143.1,1367.68,
2024-08-26,1386.2,1355.7,1386.2,1374.0,1376.0,1371.85,70215,96219729.75,1897.95,1143.1,1370.36,
2024-08-27,1374.0,1353.25,1374.0,1357.35,1360.0,1374.0,91650,124425111.15,1897.95,1143.1,1357.61,
2024-08-28,1530.0,1380.0,1402.05,1401.75,1402.85,1357.35,6564312,9685854128.3,1897.95,1143.1,1475.53,
