timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,VWAP
2024-07-30,146.98,143.52,144.49,145.16,145.45,144.01,16747925,2436268349.07,299.7,125.5,145.47
2024-07-31,153.45,145.35,145.5,148.67,147.9,145.16,56167370,8438974389.18,299.7,125.5,150.25
2024-08-01,150.2,141.0,149.5,141.77,142.22,148.67,23849671,3454701257.19,299.7,125.5,144.85
2024-08-02,145.47,139.3,140.0,142.66,142.75,141.77,13396158,1906016752.59,299.7,125.5,142.28
2024-08-05,140.0,133.65,139.5,134.18,134.0,142.66,16478131,2249034354.91,299.7,125.5,136.49
2024-08-06,138.65,133.7,136.0,134.3,134.99,134.18,10774872,1471263978.05,299.7,125.5,136.55
2024-08-07,137.98,135.01,136.1,136.96,137.2,134.3,7612052,1041782080.57,299.7,125.5,136.86
2024-08-08,141.3,136.55,137.0,138.25,137.7,136.96,14952608,2085566061.88,299.7,125.5,139.48
2024-08-09,139.8,137.16,139.2,137.53,137.69,138.25,5924140,820810268.26,299.7,125.5,138.55
2024-08-12,138.16,135.53,137.54,136.07,136.49,137.53,6081288,831467058.66,299.7,125.5,136.73
2024-08-13,137.6,135.05,136.65,135.66,135.6,136.07,5287671,721614541.57,299.7,125.5,136.47
2024-08-14,136.66,133.41,136.0,133.91,134.15,135.66,4781650,643487387.12,299.7,125.5,134.57
2024-08-16,136.47,134.08,134.75,134.41,134.52,133.91,6258945,845338310.61,299.7,125.5,135.06
2024-08-19,136.49,134.4,135.5,135.08,135.06,134.41,9562094,1297014089.19,299.7,125.5,135.64
2024-08-20,136.18,135.02,135.2,135.3,135.23,135.08,6500142,880037401.29,299.7,125.5,135.39
2024-08-21,142.7,135.35,135.4,139.3,139.31,135.3,17685721,2473018759.84,299.7,125.5,139.83
2024-08-22,141.49,138.82,140.0,139.44,139.9,139.3,8447493,1182740396.33,299.7,125.5,140.01
2024-08-23,139.97,135.5,139.44,136.64,136.68,139.44,6998221,963391501.26,299.7,125.5,137.66
2024-08-26,138.5,134.9,137.5,135.2,135.38,136.64,6103947,830913650.71,299.7,125.5,136.13
2024-08-27,154.9,134.8,135.2,150.83,150.9,135.2,101988877,15133969630.75,299.7,125.5,148.39
2024-08-28,154.84,144.46,153.05,145.66,146.3,150.83,52019960,7832246119.21,299.7,125.5,150.56
