timestamp,high,low,open,close,ltp,prevclose,volume,CH_TOT_TRADED_VAL,h52w,l52w,VWAP
2024-07-30,2773.6,2688.0,2744.95,2695.8,2695.0,2738.1,90451,247511629.15,2825.0,1385.05,2736.42
2024-07-31,2787.0,2697.05,2710.5,2730.6,2736.5,2695.8,122541,337759920.1,2825.0,1385.05,2756.3
2024-08-01,2765.0,2702.1,2740.0,2758.25,2759.0,2730.6,138659,380043557.2,2825.0,1385.05,2740.85
2024-08-02,2860.0,2720.1,2739.95,2820.25,2846.6,2758.25,255497,718861843.4,2860.0,1385.05,2813.58
2024-08-05,2836.4,2728.0,2760.0,2763.95,2767.0,2820.25,176964,491981824.55,2860.0,1385.05,2780.12
2024-08-06,2879.9,2769.75,2769.75,2789.65,2780.0,2763.95,176490,499673207.55,2879.9,1385.05,2831.17
2024-08-07,2895.0,2808.8,2811.3,2820.4,2828.0,2789.65,156591,445921486.25,2895.0,1385.05,2847.68
2024-08-08,2940.0,2834.65,2834.65,2873.65,2878.0,2820.4,178410,517027877.9,2940.0,1385.05,2897.98
2024-08-09,2929.0,2867.75,2886.45,2875.05,2884.0,2873.65,73464,212774609.8,2940.0,1385.05,2896.31
2024-08-12,2944.9,2875.05,2889.0,2890.25,2889.8,2875.05,105340,306632901.6,2944.9,1385.05,2910.89
2024-08-13,2932.5,2816.15,2900.0,2826.05,2850.0,2890.25,90516,258500276.3,2944.9,1385.05,2855.85
2024-08-14,2869.4,2812.95,2848.0,2821.95,2822.0,2826.05,129718,366565224.2,2944.9,1385.05,2825.86
2024-08-16,2966.95,2829.05,2830.0,2905.85,2895.0,2821.95,139605,407960870.9,2966.95,1385.05,2922.25
2024-08-19,2969.95,2906.0,2969.95,2931.35,2937.75,2905.85,79417,233126967.1,2969.95,1385.05,2935.48
2024-08-20,2937.7,2857.8,2934.0,2892.25,2900.0,2931.35,173393,500603174.85,2969.95,1385.05,2887.1
2024-08-21,3088.0,2888.95,2899.25,3061.45,3073.0,2892.25,376793,1142321370.65,3088.0,1385.05,3031.69
2024-08-22,3069.45,2910.45,3048.4,2914.85,2911.5,3061.45,221114,652589674.05,3088.0,1385.05,2951.37
2024-08-23,2959.0,2896.0,2918.0,2944.0,2950.0,2914.85,144154,422712884.05,3088.0,1385.05,2932.37
2024-08-26,3028.9,2897.05,2959.0,2907.05,2911.0,2944.0,128448,380329766.2,3088.0,1385.05,2960.96
2024-08-27,2926.15,2868.0,2922.85,2874.05,2868.35,2907.05,95840,277002325.8,3088.0,1385.05,2890.26
2024-08-28,2895.05,2790.0,2893.7,2805.5,2815.0,2874.05,131329,371525546.6,3088.0,1385.05,2828.97
